Word,Label,Label_num
2019,O,17
and,O,17
2018,O,17
.,O,17
(,O,17
a,O,17
),O,17
Amount,O,17
includes,O,17
amortization,B-kpi,2
of,I-kpi,14
owned,I-kpi,14
content,E-kpi,8
of,O,17
$,O,17
6.6,S-cy,19
billion,O,17
as,O,17
well,O,17
as,O,17
participations,O,17
and,O,17
residuals,O,17
expense,O,17
.,O,17
As,O,17
of,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
and,O,17
2019,O,17
",",O,17
our,O,17
debt,S-kpi,24
had,O,17
an,O,17
estimated,O,17
fair,O,17
value,O,17
of,O,17
$,O,17
125.6,S-cy,19
billion,O,17
and,O,17
$,O,17
115.8,S-py,26
billion,O,17
",",O,17
respectively,O,17
.,O,17
Sky,O,17
Transaction,O,17
In,O,17
the,O,17
fourth,O,17
quarter,O,17
of,O,17
2018,O,17
",",O,17
we,O,17
acquired,O,17
Sky,O,17
for,O,17
£,O,17
17.28,O,17
per,O,17
Sky,O,17
share,O,17
and,O,17
total,B-kpi,2
cash,I-kpi,14
consideration,E-kpi,8
of,O,17
£,O,17
30.2,S-py1,27
billion,O,17
(,O,17
approximately,O,17
$,O,17
39.4,S-py1,27
billion,O,17
using,O,17
the,O,17
exchange,B-thereof,5
rates,I-thereof,16
on,I-thereof,16
the,I-thereof,16
purchase,I-thereof,16
dates,E-thereof,11
),O,17
.,O,17
We,O,17
adopted,O,17
the,O,17
updated,O,17
guidance,O,17
on,O,17
January,O,17
1,O,17
",",O,17
2020,O,17
on,O,17
a,O,17
prospective,O,17
basis,O,17
",",O,17
recording,O,17
$,O,17
124,S-cy,19
million,O,17
",",O,17
net,O,17
of,O,17
tax,O,17
",",O,17
as,O,17
a,O,17
cumulative,B-kpi,2
effect,I-kpi,14
adjustment,I-kpi,14
to,I-kpi,14
retained,I-kpi,14
earnings,E-kpi,8
and,O,17
as,O,17
a,O,17
result,O,17
",",O,17
prior,O,17
period,O,17
amounts,O,17
were,O,17
not,O,17
adjusted,O,17
.,O,17
The,O,17
amount,O,17
of,O,17
unrealized,B-kpi,2
gains,I-kpi,14
(,I-kpi,14
losses,E-kpi,8
),O,17
recognized,O,17
in,O,17
2020,O,17
",",O,17
2019,O,17
and,O,17
2018,O,17
that,O,17
related,O,17
to,O,17
marketable,B-thereof,5
and,I-thereof,16
nonmarketable,I-thereof,16
equity,I-thereof,16
securities,I-thereof,16
still,I-thereof,16
held,I-thereof,16
as,I-thereof,16
of,I-thereof,16
the,I-thereof,16
end,I-thereof,16
of,I-thereof,16
each,I-thereof,16
reporting,I-thereof,16
period,E-thereof,11
was,O,17
$,O,17
339,S-cy,19
million,O,17
",",O,17
$,O,17
237,S-py,26
million,O,17
and,O,17
$(,O,17
200,S-py1,27
),O,17
million,O,17
",",O,17
respectively,O,17
.,O,17
As,O,17
of,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
and,O,17
2019,O,17
",",O,17
the,O,17
cash,B-thereof,5
surrender,I-thereof,16
value,I-thereof,16
of,I-thereof,16
these,I-thereof,16
policies,E-thereof,11
",",O,17
which,O,17
is,O,17
recorded,O,17
to,O,17
other,B-kpi,2
noncurrent,I-kpi,14
assets,E-kpi,8
",",O,17
net,O,17
",",O,17
was,O,17
$,O,17
481,S-cy,19
million,O,17
and,O,17
$,O,17
423,S-py,26
million,O,17
",",O,17
respectively,O,17
.,O,17
In,O,17
2020,O,17
",",O,17
2019,O,17
and,O,17
2018,O,17
",",O,17
expenses,B-kpi,2
related,I-kpi,14
to,I-kpi,14
these,I-kpi,14
plans,E-kpi,8
totaled,O,17
$,O,17
599,S-cy,19
million,O,17
",",O,17
$,O,17
573,S-py,26
million,O,17
and,O,17
$,O,17
546,S-py1,27
million,O,17
",",O,17
respectively,O,17
.,O,17
Operating,B-kpi,2
lease,I-kpi,14
expenses,E-kpi,8
",",O,17
inclusive,O,17
of,O,17
short-term,O,17
and,O,17
variable,O,17
lease,O,17
expenses,O,17
",",O,17
recognized,O,17
in,O,17
our,O,17
consolidated,O,17
statement,O,17
of,O,17
income,O,17
for,O,17
both,O,17
the,O,17
periods,O,17
ended,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
and,O,17
2019,O,17
was,O,17
$,O,17
1.1,S-cy,19
billion,O,17
.,O,17
In,O,17
2020,O,17
and,O,17
2019,O,17
",",O,17
cash,B-kpi,2
payments,I-kpi,14
for,I-kpi,14
operating,I-kpi,14
leases,E-kpi,8
recorded,O,17
in,O,17
the,O,17
consolidated,O,17
balance,O,17
sheet,O,17
were,O,17
$,O,17
936,S-cy,19
million,O,17
and,O,17
$,O,17
914,S-py,26
million,O,17
",",O,17
respectively,O,17
.,O,17
Our,O,17
2018,O,17
rent,B-kpi,2
expense,I-kpi,14
for,I-kpi,14
operating,I-kpi,14
leases,E-kpi,8
using,O,17
the,O,17
accounting,O,17
guidance,O,17
in,O,17
effect,O,17
at,O,17
that,O,17
time,O,17
was,O,17
$,O,17
779,S-py1,27
million,O,17
.,O,17
As,O,17
of,O,17
December,O,17
31,O,17
",",O,17
2019,O,17
",",O,17
acquired,O,17
film,O,17
and,O,17
television,O,17
libraries,O,17
",",O,17
which,O,17
are,O,17
included,O,17
within,O,17
the,O,17
“,O,17
released,B-kpi,2
",",I-kpi,14
less,I-kpi,14
amortization,E-kpi,8
”,O,17
captions,O,17
in,O,17
the,O,17
table,O,17
above,O,17
",",O,17
had,O,17
remaining,B-thereof,5
unamortized,I-thereof,16
costs,E-thereof,11
of,O,17
$,O,17
328,S-cy,19
million,O,17
.,O,17
Total,O,17
cash,B-kpi,2
consideration,E-kpi,8
was,O,17
£,O,17
30.2,S-cy,19
billion,O,17
(,O,17
approximately,O,17
$,O,17
39.4,O,17
billion,O,17
using,O,17
the,O,17
exchange,O,17
rates,O,17
on,O,17
the,O,17
purchase,O,17
dates,O,17
),O,17
.,O,17
We,O,17
also,O,17
recorded,O,17
an,O,17
additional,B-thereof,5
valuation,I-thereof,16
allowance,E-thereof,11
of,O,17
approximately,O,17
$,O,17
1.2,S-cy,19
billion,O,17
associated,O,17
with,O,17
our,O,17
assessment,O,17
of,O,17
the,O,17
realization,O,17
of,O,17
Sky,O,17
’s,O,17
deferred,B-kpi,2
tax,I-kpi,14
assets,E-kpi,8
",",O,17
primarily,O,17
related,O,17
to,O,17
net,O,17
operating,O,17
losses,O,17
.,O,17
These,O,17
changes,O,17
resulted,O,17
in,O,17
an,O,17
increase,O,17
in,O,17
goodwill,S-kpi,24
of,O,17
approximately,O,17
$,O,17
1.4,S-increase_py,23
billion,O,17
and,O,17
an,O,17
adjustment,O,17
recorded,O,17
in,O,17
2019,O,17
related,O,17
to,O,17
the,O,17
fourth,O,17
quarter,O,17
of,O,17
2018,O,17
that,O,17
resulted,O,17
in,O,17
an,O,17
increase,O,17
to,O,17
depreciation,B-kpi,2
and,I-kpi,14
amortization,I-kpi,14
expense,E-kpi,8
of,O,17
$,O,17
53,S-increase_py,23
million,O,17
.,O,17
As,O,17
of,O,17
December,O,17
31,O,17
",",O,17
2019,O,17
and,O,17
2018,O,17
",",O,17
the,O,17
cash,O,17
surrender,O,17
value,O,17
of,O,17
these,O,17
policies,O,17
",",O,17
which,O,17
is,O,17
recorded,O,17
to,O,17
other,B-kpi,2
noncurrent,I-kpi,14
assets,E-kpi,8
",",O,17
was,O,17
$,O,17
423,S-cy,19
million,O,17
and,O,17
$,O,17
351,S-py,26
million,O,17
",",O,17
respectively,O,17
.,O,17
In,O,17
2019,O,17
",",O,17
2018,O,17
and,O,17
2017,O,17
",",O,17
expenses,S-kpi,24
related,O,17
to,O,17
these,O,17
plans,O,17
totaled,O,17
$,O,17
573,S-cy,19
million,O,17
",",O,17
$,O,17
546,S-py,26
million,O,17
and,O,17
$,O,17
458,S-py1,27
million,O,17
",",O,17
respectively,O,17
.,O,17
In,O,17
2019,O,17
",",O,17
2018,O,17
and,O,17
2017,O,17
",",O,17
we,O,17
recorded,O,17
severance,B-kpi,2
costs,E-kpi,8
of,O,17
$,O,17
359,S-cy,19
million,O,17
",",O,17
$,O,17
243,S-py,26
million,O,17
and,O,17
$,O,17
203,S-py1,27
million,O,17
",",O,17
respectively,O,17
.,O,17
As,O,17
of,O,17
December,O,17
31,O,17
",",O,17
2019,O,17
",",O,17
$,O,17
2.0,S-cy,19
billion,O,17
remained,O,17
under,O,17
this,O,17
authorization,S-kpi,24
.,O,17
These,O,17
amounts,O,17
have,O,17
been,O,17
updated,O,17
to,O,17
include,O,17
$,O,17
804,S-cy,19
million,O,17
of,O,17
future,O,17
cash,O,17
payments,O,17
related,O,17
to,O,17
additional,O,17
contracts,O,17
determined,O,17
to,O,17
be,O,17
operating,B-kpi,2
leases,E-kpi,8
in,O,17
connection,O,17
with,O,17
the,O,17
Sky,O,17
transaction,O,17
.,O,17
As,O,17
of,O,17
December,O,17
31,O,17
",",O,17
2019,O,17
",",O,17
acquired,O,17
film,O,17
and,O,17
television,O,17
libraries,O,17
",",O,17
which,O,17
are,O,17
included,O,17
within,O,17
the,O,17
“,O,17
released,B-kpi,2
",",I-kpi,14
less,I-kpi,14
amortization,E-kpi,8
”,O,17
captions,O,17
in,O,17
the,O,17
table,O,17
above,O,17
",",O,17
had,O,17
remaining,O,17
unamortized,B-thereof,5
costs,E-thereof,11
of,O,17
$,O,17
328,S-cy,19
million,O,17
.,O,17
As,O,17
of,O,17
December,O,17
31,O,17
",",O,17
2019,O,17
and,O,17
2018,O,17
",",O,17
our,O,17
debt,S-kpi,24
",",O,17
excluding,B-attr,0
our,I-attr,12
revolving,I-attr,12
credit,I-attr,12
agreement,I-attr,12
with,I-attr,12
Comcast,E-attr,6
",",O,17
had,O,17
an,O,17
estimated,O,17
fair,O,17
value,O,17
of,O,17
$,O,17
11.0,S-cy,19
billion,O,17
and,O,17
$,O,17
13.2,S-py,26
billion,O,17
",",O,17
respectively,O,17
.,O,17
Guarantee,O,17
Structure,O,17
We,O,17
",",O,17
Comcast,O,17
and,O,17
a,O,17
100,O,17
%,O,17
owned,O,17
cable,O,17
holding,O,17
company,O,17
subsidiary,O,17
of,O,17
Comcast,O,17
(,O,17
“,O,17
CCCL,O,17
Parent,O,17
”,O,17
),O,17
fully,O,17
and,O,17
unconditionally,O,17
guarantee,O,17
each,O,17
other,O,17
’s,O,17
debt,B-kpi,2
securities,E-kpi,8
",",O,17
including,O,17
the,O,17
$,O,17
7.6,S-cy,19
billion,O,17
Comcast,B-thereof,5
revolving,I-thereof,16
credit,I-thereof,16
facility,E-thereof,11
due,O,17
2022,O,17
.,O,17
As,O,17
of,O,17
December,O,17
31,O,17
",",O,17
2019,O,17
",",O,17
$,O,17
82.5,S-cy,19
billion,O,17
principal,B-kpi,2
amount,I-kpi,14
of,I-kpi,14
outstanding,I-kpi,14
debt,I-kpi,14
securities,E-kpi,8
of,O,17
Comcast,O,17
and,O,17
CCCL,O,17
Parent,O,17
were,O,17
subject,O,17
to,O,17
the,O,17
cross-guarantee,O,17
structure,O,17
.,O,17
As,O,17
of,O,17
December,O,17
31,O,17
",",O,17
2019,O,17
",",O,17
Universal,O,17
Beijing,O,17
Resort,O,17
had,O,17
$,O,17
1.3,S-cy,19
billion,O,17
principal,O,17
amount,O,17
of,O,17
a,O,17
term,B-kpi,2
loan,I-kpi,14
outstanding,E-kpi,8
under,O,17
the,O,17
debt,O,17
financing,O,17
agreement,O,17
.,O,17
As,O,17
of,O,17
December,O,17
31,O,17
",",O,17
2019,O,17
",",O,17
our,O,17
consolidated,O,17
balance,O,17
sheet,O,17
included,O,17
assets,S-kpi,24
",",O,17
primarily,O,17
property,B-thereof,5
and,I-thereof,16
equipment,E-thereof,11
",",O,17
and,O,17
liabilities,S-kpi,24
",",O,17
including,O,17
the,O,17
term,B-thereof,5
loan,E-thereof,11
",",O,17
of,O,17
Universal,O,17
Beijing,O,17
Resort,O,17
totaling,O,17
$,O,17
3.0,S-cy,19
billion,O,17
and,O,17
$,O,17
2.1,S-cy,19
billion,O,17
",",O,17
respectively,O,17
.,O,17
We,O,17
received,O,17
proceeds,O,17
of,O,17
$,O,17
482,S-py1,27
million,O,17
in,O,17
July,O,17
2017,O,17
",",O,17
which,O,17
were,O,17
recorded,O,17
in,O,17
other,B-kpi,2
investing,I-kpi,14
activities,E-kpi,8
in,O,17
our,O,17
consolidated,O,17
statement,O,17
of,O,17
cash,O,17
flows,O,17
.,O,17
We,O,17
recognized,O,17
a,O,17
pretax,O,17
gain,O,17
of,O,17
$,O,17
337,S-py1,27
million,O,17
in,O,17
other,O,17
operating,B-kpi,2
gains,E-kpi,8
in,O,17
2017,O,17
.,O,17
Universal,O,17
Studios,O,17
Japan,O,17
On,O,17
April,O,17
6,O,17
",",O,17
2017,O,17
",",O,17
we,O,17
acquired,B-kpi,2
the,I-kpi,14
remaining,I-kpi,14
interests,I-kpi,14
in,I-kpi,14
Universal,I-kpi,14
Studios,I-kpi,14
Japan,E-kpi,8
that,O,17
we,O,17
did,O,17
not,O,17
already,O,17
own,O,17
for,O,17
$,O,17
2.3,S-py1,27
billion,O,17
.,O,17
Upon,O,17
adoption,O,17
",",O,17
we,O,17
recorded,O,17
$,O,17
1.7,S-cy,19
billion,O,17
and,O,17
$,O,17
1.8,S-cy,19
billion,O,17
for,O,17
operating,B-kpi,2
lease,E-kpi,8
assets,S-thereof,28
and,O,17
liabilities,S-thereof,28
",",O,17
respectively,O,17
",",O,17
which,O,17
includes,O,17
the,O,17
impact,O,17
of,O,17
fair,O,17
value,O,17
adjustments,O,17
",",O,17
prepaid,O,17
and,O,17
deferred,O,17
rent,O,17
and,O,17
lease,O,17
incentives,O,17
.,O,17
As,O,17
of,O,17
the,O,17
date,O,17
of,O,17
adoption,O,17
",",O,17
our,O,17
liabilities,B-thereof,5
for,I-thereof,16
finance,I-thereof,16
leases,E-thereof,11
were,O,17
$,O,17
332,S-cy,19
million,O,17
which,O,17
were,O,17
recorded,O,17
in,O,17
long-term,B-kpi,2
debt,E-kpi,8
",",O,17
and,O,17
the,O,17
related,O,17
assets,O,17
were,O,17
recorded,O,17
in,O,17
property,O,17
and,O,17
equipment,O,17
",",O,17
net,O,17
.,O,17
We,O,17
also,O,17
acquired,B-kpi,2
our,I-kpi,14
proportionate,I-kpi,14
share,E-kpi,8
of,O,17
the,O,17
approximate,O,17
10,O,17
%,O,17
interest,O,17
in,O,17
Hulu,O,17
previously,O,17
held,O,17
by,O,17
AT&T,O,17
Inc,O,17
.,O,17
(,O,17
“,O,17
AT&T,O,17
”,O,17
),O,17
for,O,17
approximately,O,17
$,O,17
477,S-cy,19
million,O,17
",",O,17
increasing,O,17
our,O,17
ownership,O,17
interest,O,17
to,O,17
approximately,O,17
33,O,17
%,O,17
from,O,17
approximately,O,17
30,O,17
%,O,17
.,O,17
Operating,B-kpi,2
lease,I-kpi,14
expenses,E-kpi,8
",",O,17
inclusive,O,17
of,O,17
short-term,O,17
and,O,17
variable,O,17
lease,O,17
expenses,O,17
",",O,17
recognized,O,17
in,O,17
our,O,17
consolidated,O,17
statement,O,17
of,O,17
income,O,17
for,O,17
the,O,17
period,O,17
ended,O,17
December,O,17
31,O,17
",",O,17
2019,O,17
was,O,17
$,O,17
443,S-cy,19
million,O,17
.,O,17
Operating,B-kpi,2
lease,I-kpi,14
expenses,E-kpi,8
",",O,17
inclusive,O,17
of,O,17
short-term,O,17
and,O,17
variable,O,17
lease,O,17
expenses,O,17
",",O,17
recognized,O,17
in,O,17
our,O,17
consolidated,O,17
statement,O,17
of,O,17
income,O,17
for,O,17
the,O,17
period,O,17
ended,O,17
December,O,17
31,O,17
",",O,17
2019,O,17
was,O,17
$,O,17
443,S-cy,19
million,O,17
.,O,17
As,O,17
part,O,17
of,O,17
the,O,17
Comcast,O,17
cash,O,17
management,O,17
process,O,17
",",O,17
we,O,17
and,O,17
Comcast,O,17
have,O,17
a,O,17
revolving,B-kpi,2
credit,I-kpi,14
agreement,E-kpi,8
with,O,17
a,O,17
maturity,O,17
date,O,17
of,O,17
2026,O,17
that,O,17
allows,O,17
us,O,17
to,O,17
borrow,O,17
from,O,17
Comcast,O,17
and,O,17
for,O,17
Comcast,O,17
to,O,17
borrow,O,17
from,O,17
us,O,17
up,O,17
to,O,17
$,O,17
5,S-cy,19
billion,O,17
.,O,17
In,O,17
2019,O,17
",",O,17
using,O,17
a,O,17
portion,O,17
of,O,17
the,O,17
proceeds,O,17
from,O,17
a,O,17
collateralized,O,17
obligation,O,17
",",O,17
we,O,17
issued,O,17
$,O,17
1.3,S-cy,19
billion,O,17
of,O,17
non-interest,B-kpi,2
bearing,I-kpi,14
notes,E-kpi,8
due,O,17
2024,O,17
to,O,17
Comcast,O,17
",",O,17
repaid,O,17
$,O,17
1.0,S-cy,19
billion,O,17
under,O,17
our,O,17
revolving,B-kpi,2
credit,I-kpi,14
agreement,E-kpi,8
with,O,17
Comcast,O,17
",",O,17
and,O,17
repaid,O,17
the,O,17
$,O,17
610,S-cy,19
million,O,17
4.00,O,17
%,O,17
notes,S-kpi,24
due,O,17
2049,O,17
to,O,17
Comcast,O,17
.,O,17
The,O,17
early,O,17
redemption,O,17
of,O,17
the,O,17
notes,O,17
due,O,17
to,O,17
Comcast,O,17
were,O,17
accounted,O,17
for,O,17
as,O,17
a,O,17
debt,O,17
extinguishment,O,17
",",O,17
resulting,O,17
in,O,17
a,O,17
charge,O,17
of,O,17
$,O,17
178,S-cy,19
million,O,17
to,O,17
interest,B-kpi,2
expense,E-kpi,8
in,O,17
the,O,17
third,O,17
quarter,O,17
of,O,17
2019,O,17
.,O,17
Comcast,O,17
issued,O,17
new,O,17
senior,B-kpi,2
notes,E-kpi,8
in,B-attr,0
exchange,I-attr,12
for,E-attr,6
$,O,17
3.9,S-cy,19
billion,O,17
aggregate,B-attr,0
principal,I-attr,12
amount,I-attr,12
of,I-attr,12
certain,I-attr,12
series,I-attr,12
of,I-attr,12
outstanding,I-attr,12
senior,I-attr,12
notes,E-attr,6
issued,O,17
by,O,17
Comcast,O,17
and,O,17
us,O,17
",",O,17
including,O,17
$,O,17
442,S-cy,19
million,O,17
of,O,17
our,O,17
6.40,O,17
%,O,17
senior,B-kpi,2
notes,E-kpi,8
due,O,17
2040,O,17
.,O,17
In,O,17
connection,O,17
with,O,17
the,O,17
exchange,O,17
transaction,O,17
",",O,17
we,O,17
issued,O,17
$,O,17
610,S-cy,19
million,O,17
of,O,17
4.00,O,17
%,O,17
notes,S-kpi,24
due,O,17
2049,O,17
to,O,17
Comcast,O,17
.,O,17
The,O,17
debt,O,17
exchange,O,17
transaction,O,17
was,O,17
accounted,O,17
for,O,17
as,O,17
a,O,17
debt,O,17
extinguishment,O,17
",",O,17
and,O,17
therefore,O,17
we,O,17
recorded,O,17
a,O,17
charge,O,17
of,O,17
$,O,17
157,S-cy,19
million,O,17
to,O,17
interest,B-kpi,2
expense,E-kpi,8
upon,O,17
retirement,O,17
of,O,17
the,O,17
old,O,17
notes,O,17
.,O,17
As,O,17
of,O,17
both,O,17
December,O,17
31,O,17
",",O,17
2019,O,17
and,O,17
2018,O,17
",",O,17
the,O,17
carrying,B-kpi,2
value,I-kpi,14
of,I-kpi,14
the,I-kpi,14
liability,E-kpi,8
associated,O,17
with,O,17
this,O,17
contractual,O,17
obligation,O,17
was,O,17
$,O,17
383,S-cy,19
million,O,17
.,O,17
Credit,B-kpi,2
and,I-kpi,14
debit,I-kpi,14
card,I-kpi,14
receivables,E-kpi,8
were,O,17
$,O,17
"1,816",S-cy,19
and,O,17
$,O,17
"1,636",S-py,26
at,O,17
the,O,17
end,O,17
of,O,17
2021,O,17
and,O,17
2020,O,17
",",O,17
respectively,O,17
.,O,17
Credit,B-kpi,2
and,I-kpi,14
debit,I-kpi,14
card,I-kpi,14
receivables,E-kpi,8
were,O,17
$,O,17
"1,816",S-cy,19
and,O,17
$,O,17
"1,636",S-py,26
at,O,17
the,O,17
end,O,17
of,O,17
2021,O,17
and,O,17
2020,O,17
",",O,17
respectively,O,17
.,O,17
In,O,17
the,O,17
fourth,O,17
quarter,O,17
of,O,17
2021,O,17
",",O,17
the,O,17
Company,O,17
recognized,O,17
an,O,17
$,O,17
84,S-cy,19
write-off,B-kpi,2
of,I-kpi,14
certain,I-kpi,14
information,I-kpi,14
technology,I-kpi,14
assets,E-kpi,8
",",O,17
which,O,17
was,O,17
recorded,O,17
in,O,17
selling,O,17
",",O,17
general,O,17
and,O,17
administrative,O,17
expenses,O,17
",",O,17
in,O,17
the,O,17
consolidated,O,17
statements,O,17
of,O,17
income,O,17
.,O,17
At,O,17
the,O,17
end,O,17
of,O,17
2021,O,17
and,O,17
2020,O,17
",",O,17
these,B-thereof,5
insurance,I-thereof,16
liabilities,E-thereof,11
were,O,17
$,O,17
"1,257",S-cy,19
and,O,17
$,O,17
"1,188",S-py,26
in,O,17
the,O,17
aggregate,O,17
",",O,17
respectively,O,17
",",O,17
and,O,17
were,O,17
included,O,17
in,O,17
accrued,B-kpi,2
salaries,I-kpi,14
and,I-kpi,14
benefits,I-kpi,14
and,I-kpi,14
other,I-kpi,14
current,I-kpi,14
liabilities,E-kpi,8
in,O,17
the,O,17
consolidated,O,17
balance,O,17
sheets,O,17
",",O,17
classified,O,17
based,O,17
on,O,17
their,O,17
nature,O,17
.,O,17
The,O,17
aggregate,B-kpi,2
notional,I-kpi,14
amounts,I-kpi,14
of,I-kpi,14
open,I-kpi,14
",",I-kpi,14
unsettled,I-kpi,14
forward,I-kpi,14
foreign-exchange,I-kpi,14
contracts,E-kpi,8
were,O,17
$,O,17
"1,331",S-cy,19
and,O,17
$,O,17
"1,036",S-py,26
at,O,17
the,O,17
end,O,17
of,O,17
2021,O,17
and,O,17
2020,O,17
",",O,17
respectively,O,17
.,O,17
Deferred,B-kpi,2
membership,I-kpi,14
fees,E-kpi,8
at,O,17
the,O,17
end,O,17
of,O,17
2021,O,17
and,O,17
2020,O,17
were,O,17
$,O,17
"2,042",S-cy,19
and,O,17
$,O,17
"1,851",S-py,26
",",O,17
respectively,O,17
.,O,17
For,O,17
2021,O,17
",",O,17
2020,O,17
",",O,17
and,O,17
2019,O,17
",",O,17
the,O,17
net,B-kpi,2
reduction,I-kpi,14
in,I-kpi,14
sales,E-kpi,8
was,O,17
$,O,17
"2,047",S-cy,19
",",O,17
$,O,17
"1,707",S-py,26
",",O,17
and,O,17
$,O,17
"1,537",S-py1,27
respectively,O,17
.,O,17
Note,O,17
2—Acquisition,B-kpi,2
of,I-kpi,14
Innovel,E-kpi,8
On,O,17
March,O,17
17,O,17
",",O,17
2020,O,17
",",O,17
the,O,17
Company,O,17
acquired,O,17
Innovel,O,17
Solutions,O,17
for,O,17
$,O,17
999,S-cy,19
",",O,17
using,O,17
existing,O,17
cash,O,17
and,O,17
cash,O,17
equivalents,O,17
.,O,17
The,O,17
net,B-kpi,2
purchase,I-kpi,14
price,E-kpi,8
of,O,17
$,O,17
999,S-cy,19
has,O,17
been,O,17
allocated,O,17
to,O,17
the,O,17
tangible,B-thereof,5
and,I-thereof,16
intangible,I-thereof,16
assets,E-thereof,11
of,O,17
$,O,17
294,S-cy,19
and,O,17
liabilities,S-thereof,28
assumed,O,17
of,O,17
$,O,17
235,S-cy,19
",",O,17
based,O,17
on,O,17
fair,O,17
values,O,17
on,O,17
the,O,17
acquisition,O,17
date,O,17
.,O,17
The,O,17
remaining,B-kpi,2
unallocated,I-kpi,14
net,I-kpi,14
purchase,I-kpi,14
price,E-kpi,8
of,O,17
$,O,17
940,S-cy,19
was,O,17
recorded,O,17
as,O,17
goodwill,O,17
.,O,17
Note,O,17
4—Fair,O,17
Value,O,17
Measurement,O,17
Assets,O,17
and,O,17
Liabilities,O,17
Measured,O,17
at,O,17
Fair,O,17
Value,O,17
on,O,17
a,O,17
Recurring,O,17
Basis,O,17
The,O,17
table,O,17
below,O,17
presents,O,17
information,O,17
regarding,O,17
the,O,17
Company,O,17
’s,O,17
financial,O,17
assets,O,17
and,O,17
financial,O,17
liabilities,O,17
that,O,17
are,O,17
measured,O,17
at,O,17
fair,O,17
value,O,17
on,O,17
a,O,17
recurring,O,17
basis,O,17
and,O,17
indicate,O,17
the,O,17
level,O,17
within,O,17
the,O,17
hierarchy,O,17
reflecting,O,17
the,O,17
valuation,O,17
techniques,O,17
utilized,O,17
to,O,17
determine,O,17
such,O,17
fair,O,17
value,O,17
.,O,17
____________,O,17
(,O,17
1,O,17
),O,17
At,O,17
August,O,17
29,O,17
",",O,17
2021,O,17
",",O,17
$,O,17
12,S-cy,19
cash,B-kpi,2
and,I-kpi,14
cash,I-kpi,14
equivalents,E-kpi,8
and,O,17
$,O,17
381,S-cy,19
short-term,B-kpi,2
investments,E-kpi,8
are,O,17
included,O,17
in,O,17
the,O,17
accompanying,O,17
consolidated,O,17
balance,O,17
sheets,O,17
.,O,17
At,O,17
August,O,17
30,O,17
",",O,17
2020,O,17
",",O,17
$,O,17
60,S-cy,19
cash,B-kpi,2
and,I-kpi,14
cash,I-kpi,14
equivalents,E-kpi,8
and,O,17
$,O,17
448,S-cy,19
short-term,B-kpi,2
investments,E-kpi,8
are,O,17
included,O,17
in,O,17
the,O,17
consolidated,O,17
balance,O,17
sheets,O,17
.,O,17
The,O,17
table,O,17
below,O,17
presents,O,17
information,O,17
regarding,O,17
the,O,17
Company,O,17
’s,O,17
financial,O,17
assets,O,17
and,O,17
financial,O,17
liabilities,O,17
that,O,17
are,O,17
measured,O,17
at,O,17
fair,O,17
value,O,17
on,O,17
a,O,17
recurring,O,17
basis,O,17
and,O,17
indicate,O,17
the,O,17
level,O,17
within,O,17
the,O,17
hierarchy,O,17
reflecting,O,17
the,O,17
valuation,O,17
techniques,O,17
utilized,O,17
to,O,17
determine,O,17
such,O,17
fair,O,17
value,O,17
.,O,17
____________,O,17
(,O,17
1,O,17
),O,17
At,O,17
August,O,17
29,O,17
",",O,17
2021,O,17
",",O,17
$,O,17
12,S-cy,19
cash,B-kpi,2
and,I-kpi,14
cash,I-kpi,14
equivalents,E-kpi,8
and,O,17
$,O,17
381,S-cy,19
short-term,B-kpi,2
investments,E-kpi,8
are,O,17
included,O,17
in,O,17
the,O,17
accompanying,O,17
consolidated,O,17
balance,O,17
sheets,O,17
.,O,17
At,O,17
August,O,17
30,O,17
",",O,17
2020,O,17
",",O,17
$,O,17
60,S-cy,19
cash,B-kpi,2
and,I-kpi,14
cash,I-kpi,14
equivalents,E-kpi,8
and,O,17
$,O,17
448,S-cy,19
short-term,B-kpi,2
investments,E-kpi,8
are,O,17
included,O,17
in,O,17
the,O,17
consolidated,O,17
balance,O,17
sheets,O,17
.,O,17
Note,O,17
5—Debt,O,17
Short-Term,O,17
Borrowings,O,17
The,O,17
Company,O,17
maintains,O,17
various,B-attr,0
short-term,I-attr,12
bank,I-attr,12
credit,I-attr,12
facilities,E-attr,6
",",O,17
with,O,17
a,O,17
borrowing,B-kpi,2
capacity,E-kpi,8
of,O,17
$,O,17
"1,050",S-cy,19
and,O,17
$,O,17
967,S-py,26
",",O,17
in,O,17
2021,O,17
and,O,17
2020,O,17
",",O,17
respectively,O,17
.,O,17
Short-term,B-kpi,2
borrowings,I-kpi,14
outstanding,E-kpi,8
were,O,17
$,O,17
41,S-cy,19
at,O,17
the,O,17
end,O,17
of,O,17
2021,O,17
.,O,17
In,O,17
June,O,17
2021,O,17
",",O,17
the,O,17
Japanese,B-attr,0
subsidiary,I-attr,12
repaid,E-attr,6
approximately,O,17
$,O,17
94,S-cy,19
of,O,17
its,O,17
Guaranteed,B-kpi,2
Senior,I-kpi,14
Notes,E-kpi,8
.,O,17
(,O,17
2,O,17
),O,17
Excludes,O,17
$,O,17
665,S-cy,19
of,O,17
lease,B-kpi,2
payments,E-kpi,8
for,O,17
leases,O,17
that,O,17
